"Database","Source_ID","Source_ID_original","Authors_year","Year","Journal","DOI"
"BioTIME",250,"234","Battles, J.J., Fahey, T. & Cleavitt, N. “Forest Inventory of a Northern Hardwood Forest: Watershed 6 1992, Hubbard Brook Experimental Forest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=33, accessed 2016. NA",NA,NA,NA
"BioTIME",250,"234","Battles, J.J., Fahey, T. & Cleavitt, N. “Forest Inventory of a Northern Hardwood Forest: Watershed 6 1997, Hubbard Brook Experimental Forest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=34, accessed 2016. NA",NA,NA,NA
"BioTIME",250,"234","Battles, J.J., Fahey, T.  & Cleavitt, N. “Forest Inventory of a Northern Hardwood Forest: Watershed 6 1982, Hubbard Brook Experimental Forest.” The Hubbard Brook Ecosystem Study LTER Program.  Available at: http://www.hubbardbrook.org/data/dataset.php?id=31, accessed 2016. NA",NA,NA,NA
"BioTIME",250,"234","Battles, J.J., Johnson, C., Hamburg, S., Fahey, T., Driscoll, C. & Likens, G. 2003",NA," Available at: http://www.hubbardbrook.org/data/dataset.php?id=35",NA
"BioTIME",251,"239","Muldavin, E. “Pinon Juniper Net Primary Production Quadrat Data from the Sevilleta National Wildlife Refuge, New Mexico: 1999-2001.” Sevilleta Long Term Ecological Research Program. Available at: http://sev.lternet.edu/data/sev-187, accessed 2013. NA",NA,NA,NA
"BioTIME",252,"241","Condit, R. “Sherman Forest Dynamics Plot, Panama.” The Center for Tropical Forest Science. Smithsonian Tropical Research Institute.  Available at: http://www.ctfs.si.edu/site/Sherman/, accessed 2013. NA",NA,NA,NA
"BioTIME",252,"241","Condit, R., Pérez, R., Aguilar, S., Lao, S., Robin, F. & Hubbell, S. 2018",NA,"DataONE Dash",NA
"BioTIME",253,"243","Day, F. 2010",NA,"Available at: http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.106",NA
"BioTIME",253,"243","Day, F. P., Conn, C., Crawford, E. & Stevenson, M. 2004",NA,"Journal of Coastal Research",NA
"BioTIME",254,"255","Woods, K. D. 2009",NA,"Ecology",NA
"BioTIME",255,"270","Lloret, F., Peñuelas, J. & Estiarte, M. 2004",NA,"Global Change Biology",NA
"BioTIME",256,"275","Davis, R. A. & Doherty, T. S. 2015",NA,"PLoS ONE 10(5)",NA
"BioTIME",257,"302","Barreto, T.E. Patterns and processes affecting the dynamics and structure of seasonally semi-deciduous forests in SE of Brazil.University of Campinas, PhD thesis.  Accessed 2016. NA",NA,NA,NA
"BioTIME",258,"303","Salami, B., Higuchi, P., Silva, A. C., Ferreira, T. S., Marcon, A. K., Buzzi Jr, F. & Bento, M. A. 2014",NA,"Scientia Forestalis (IPEF)",NA
"BioTIME",259,"304","Privett, S., Cowling, R. & Taylor, H. 2001",NA,"Bothalia",NA
"BioTIME",259,"304","Taylor, H. 1984",NA,"I",NA
"BioTIME",259,"304","Thuiller, W., Slingsby, J. A., Privett, S. D. J. & Cowling, R. M. 2007",NA,"PLoS ONE",NA
"BioTIME",260,"308","Merritt, J. 1999",NA,"Environmental Data Initiative",NA
"BioTIME",261,"311","Kaufman, D.W. Seasonal summary of numbers of small mammals on 14 LTER traplines in prairie habitats at Konza Prairie. Konza Prairie Long-Term Ecological Research. Available at: http://lter.konza.ksu.edu/content/csm01-seasonal-summary-numbers-small-mammals-14-lter-traplines-prairie-habitats-konza, accessed 2016. NA",NA,NA,NA
"BioTIME",262,"312","Prins, H. H. T. & Douglas-Hamilton, I. 1990",NA,"Oecologia",NA
"BioTIME",263,"313","Knops, J. & Tilman, D. Successional Dynamics on a Resampled Chronosequence - Experiment 014. Cedar Creek Ecosystem Science Reserve. Available at http://www.cedarcreek.umn.edu/research/data/dataset?ghe014, accessed 2016. NA",NA,NA,NA
"BioTIME",264,"315","Lightfoot, D. 2007",NA,"Jornada Basin LTER",NA
"BioTIME",265,"317","Twilley, R., Rivera-Monroy, V. H. & Castaneda, E. 2005",NA,"Florida Coastal Everglades LTER",NA
"BioTIME",266,"322","Farah, F. T., Rodrigues, R. R., Santos, F. A. M., Tamashiro, J. Y., Shepherd, G. J., Siqueira, T., Batista, J. L. F. & Manly, B. J. F. 2014",NA,"Ecological Indicators",NA
"BioTIME",267,"323","Reagan, D.P. 1991",NA,"Biotropica",NA
"BioTIME",268,"324","Venturoli, F., Felfili, J. M. & Fagg, C. W. 2011",NA,"Revista Arvore",NA
"BioTIME",269,"325","Venturoli, F., Felfili, J. M. & Fagg, C. W. 2011",NA,"Revista Arvore",NA
"BioTIME",270,"326","Venturoli, F., Felfili, J. M. & Fagg, C. W. 2011",NA,"Revista Arvore",NA
"BioTIME",271,"329","Pélissier, R., Pascal, J.-P., Ayyappan, N., Ramesh, B. R., Aravajy, S. & Ramalingam, S. R. 2011",NA,"Ecology",NA
"BioTIME",272,"341","Silva, F. R. “Brazil Dataset 1”, Universidade Federal de São Carlos. Accessed 2016. NA",NA,NA,NA
"BioTIME",273,"342","Durigan, G. “Brazil Dataset 2”, Instituto Florestal, Floresta Estadual de Assis. Accessed 2016. NA",NA,NA,NA
"BioTIME",274,"343","Durigan, G. “Brazil Dataset 3”, Instituto Florestal, Floresta Estadual de Assis. Accessed 2016. NA",NA,NA,NA
"BioTIME",275,"344","Durigan, G. “Brazil Dataset 4”, Instituto Florestal, Floresta Estadual de Assis. Accessed 2016. NA",NA,NA,NA
"BioTIME",276,"345","Durigan, G. “Brazil Dataset 5”, Instituto Florestal, Floresta Estadual de Assis. Accessed 2016. NA",NA,NA,NA
"BioTIME",277,"346","Sanquetta, C. R. 2008",NA,"(Experiencias de monitoramento no bioma mata atlantica com uso de parcelas permanentes)”",NA
"BioTIME",278,"348","Carvalho, F., Zocche, J.J. & Mendonça, R.Á. 2009",NA,NA,NA
"BioTIME",279,"352","Myster, R.W. “Flooded forest plot sampling in Peru”. Luquillo LTER. Available at: http://luq.lternet.edu/data/luqmetadata169, accessed 2016. NA",NA,NA,NA
"BioTIME",280,"353","Norden, N., García, H. & Salgado, B. “La Planada Forest Dynamics Plot”. The Center for Tropical Forest Science. Smithsonian Tropical Research Institute. Available at: http://www.ctfs.si.edu/site/La+Planada, accessed 2016. NA",NA,NA,NA
"BioTIME",281,"356","Bradford, M.G., Murphy, H.T., Ford, A.J., Hogan, D.L. & Metcalfe, D.J. 2014",NA,"Ecology",NA
"BioTIME",282,"357","Stapp, P. 2013",NA,"Environmental Data Initiative",NA
"BioTIME",283,"372","Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan 2014",NA,"Accessed 2016.",NA
"BioTIME",284,"380","NERC 2010",NA,"Centre for Population Biology",NA
"BioTIME",284,"380","Pollard, E. 1991",NA,"In: F",NA
"BioTIME",285,"382","Krefting, L. W. & Ahlgren, C. E. 1974",NA,"Ecology",NA
"BioTIME",285,"382","NERC 2010",NA,"Centre for Population Biology",NA
"BioTIME",286,"383","Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016. NA",NA,NA,NA
"BioTIME",287,"384","Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016. NA",NA,NA,NA
"BioTIME",288,"385","Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016. NA",NA,NA,NA
"BioTIME",289,"386","Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016. NA",NA,NA,NA
"BioTIME",290,"387","Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016. NA",NA,NA,NA
"BioTIME",291,"388","Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016. NA",NA,NA,NA
"BioTIME",292,"389","Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016. NA",NA,NA,NA
"BioTIME",293,"390","Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016. NA",NA,NA,NA
"BioTIME",294,"391","Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016. NA",NA,NA,NA
"BioTIME",295,"392","Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016. NA",NA,NA,NA
"BioTIME",296,"393","Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016. NA",NA,NA,NA
"BioTIME",297,"394","Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016. NA",NA,NA,NA
"BioTIME",298,"395","Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016. NA",NA,NA,NA
"BioTIME",299,"396","Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016. NA",NA,NA,NA
"BioTIME",300,"397","Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016. NA",NA,NA,NA
"BioTIME",301,"398","Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016. NA",NA,NA,NA
"BioTIME",302,"399","Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016. NA",NA,NA,NA
"BioTIME",303,"400","Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016. NA",NA,NA,NA
"BioTIME",304,"401","Vrška, T., Král, K., Janík, D. & Adam, D. “Natural Forests of the Czech Republic”. Available at: http://naturalforests.cz/research, accessed 2016. NA",NA,NA,NA
"BioTIME",305,"404","Fidelis, A. & Damasceno, G. “Brazil Dataset 7”, Lab of Vegetation Ecology, Universidade Estadual Paulista. Accessed 2016. NA",NA,NA,NA
"BioTIME",306,"405","Fidelis, A. “Brazil Dataset 8”, Lab of Vegetation Ecology, Universidade Estadual Paulista. Accessed 2016. NA",NA,NA,NA
"BioTIME",307,"406","Fidelis, A., Blanco, C. C., Müller, S. C., Pillar, V. D. & Pfadenhauer, J. 2012",NA,"Journal of Vegetation Science",NA
"BioTIME",308,"422","Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan 2015",NA,"Accessed 2016.",NA
"BioTIME",309,"423","Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan 2015",NA,"Accessed 2016.",NA
"BioTIME",310,"424","Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan 2015",NA,"Accessed 2016.",NA
