"Database","Source_ID","SS_ID","Source_ID_original","SS_ID_original","Longitude","Latitude","Taxon_group","Pressure","Pressure_level","Pressure_unit","n_species","PDF","MSA_loss"
"BioTIME",245,"245_144","195","195_NorthAmerica_2003",-73.42,42.1,"Vertebrates","Time_as_proxy","29","Years_since_reference_measure",56,0,0.293946365703885
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","1","Years_since_reference_measure",59,0,0.15195305410379
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","2","Years_since_reference_measure",59,0,0.11736575608729
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","3","Years_since_reference_measure",55,0,0.135010906967429
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","4","Years_since_reference_measure",59,0,0.17131393947901
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","5","Years_since_reference_measure",54,0,0.175102241648135
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","6","Years_since_reference_measure",47,0,0.19008389483108
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","7","Years_since_reference_measure",53,0,0.127194096123546
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","8","Years_since_reference_measure",12,0,0.163888888888889
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","9","Years_since_reference_measure",54,0,0.152736149193967
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","10","Years_since_reference_measure",54,0,0.187597778379885
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","11","Years_since_reference_measure",63,0,0.147805961040882
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","12","Years_since_reference_measure",66,0,0.167125092843887
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","13","Years_since_reference_measure",62,0,0.147818420827741
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","14","Years_since_reference_measure",63,0,0.118567098671531
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","15","Years_since_reference_measure",55,0,0.138745013752026
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","16","Years_since_reference_measure",55,0,0.183362830284802
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","17","Years_since_reference_measure",55,0,0.164977275733613
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","18","Years_since_reference_measure",58,0,0.197206117705565
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","19","Years_since_reference_measure",56,0,0.163436419354236
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","20","Years_since_reference_measure",51,0,0.169148054852567
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","21","Years_since_reference_measure",48,0,0.130941516488939
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","22","Years_since_reference_measure",52,0,0.18476648523941
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","23","Years_since_reference_measure",53,0,0.147246036883878
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","24","Years_since_reference_measure",51,0,0.173678082049363
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","25","Years_since_reference_measure",47,0,0.176825277658004
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","26","Years_since_reference_measure",52,0,0.148581104002631
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","27","Years_since_reference_measure",44,0,0.225050256094795
"BioTIME",245,"245_145","195","195_NorthAmerica_2027",-86.23,43.88,"Vertebrates","Time_as_proxy","28","Years_since_reference_measure",43,0,0.172306637420351
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","1","Years_since_reference_measure",66,0,0.171822915826497
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","2","Years_since_reference_measure",70,0,0.159565845049253
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","3","Years_since_reference_measure",70,0,0.109069563930727
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","4","Years_since_reference_measure",65,0,0.105931367261774
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","5","Years_since_reference_measure",67,0,0.124751997283976
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","6","Years_since_reference_measure",71,0,0.117325020276383
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","7","Years_since_reference_measure",67,0,0.112826935100727
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","8","Years_since_reference_measure",73,0,0.0875864454071584
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","9","Years_since_reference_measure",71,0,0.138244915193218
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","10","Years_since_reference_measure",69,0,0.127398716523666
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","11","Years_since_reference_measure",68,0,0.115827994836956
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","12","Years_since_reference_measure",69,0,0.12844764852989
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","13","Years_since_reference_measure",70,0,0.106530904429279
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","14","Years_since_reference_measure",66,0,0.165246342538249
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","15","Years_since_reference_measure",65,0,0.188052815165201
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","16","Years_since_reference_measure",71,0,0.12851728804156
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","17","Years_since_reference_measure",63,0,0.165924355036963
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","18","Years_since_reference_measure",57,0,0.209817733314327
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","19","Years_since_reference_measure",59,0,0.203100443872192
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","20","Years_since_reference_measure",63,0,0.170424508261802
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","21","Years_since_reference_measure",63,0,0.143161833010964
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","22","Years_since_reference_measure",66,0,0.161489386517025
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","23","Years_since_reference_measure",63,0,0.155829655764688
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","24","Years_since_reference_measure",62,0,0.148009928480966
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","25","Years_since_reference_measure",61,0,0.150565019367308
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","26","Years_since_reference_measure",55,0,0.159373080439036
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","27","Years_since_reference_measure",61,0,0.162976639716014
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","28","Years_since_reference_measure",58,0,0.190395299008305
"BioTIME",245,"245_146","195","195_NorthAmerica_2030",-86.13,42.52,"Vertebrates","Time_as_proxy","29","Years_since_reference_measure",50,0,0.188947031177055
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","1","Years_since_reference_measure",65,0,0.17521518191657
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","2","Years_since_reference_measure",66,0,0.166120759752795
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","3","Years_since_reference_measure",66,0,0.131671712661763
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","4","Years_since_reference_measure",67,0,0.111061276262444
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","5","Years_since_reference_measure",62,0,0.108856763006862
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","6","Years_since_reference_measure",61,0,0.121264293566735
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","7","Years_since_reference_measure",64,0,0.216661917538738
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","8","Years_since_reference_measure",68,0,0.167234438917451
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","9","Years_since_reference_measure",61,0,0.162036194549111
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","10","Years_since_reference_measure",61,0,0.14422539503889
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","11","Years_since_reference_measure",62,0,0.180837658998609
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","12","Years_since_reference_measure",63,0,0.201645075036667
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","13","Years_since_reference_measure",65,0,0.206099318157063
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","14","Years_since_reference_measure",66,0,0.265924353937168
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","15","Years_since_reference_measure",61,0,0.240478975078933
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","16","Years_since_reference_measure",61,0,0.255729347477547
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","17","Years_since_reference_measure",61,0,0.225986347054668
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","18","Years_since_reference_measure",59,0,0.296226655529094
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","19","Years_since_reference_measure",58,0,0.297130381570225
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","20","Years_since_reference_measure",61,0,0.23939749955293
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","21","Years_since_reference_measure",5,0,0.2
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","22","Years_since_reference_measure",58,0,0.205983207592334
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","23","Years_since_reference_measure",60,0,0.269301864999633
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","24","Years_since_reference_measure",63,0,0.269342149992973
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","25","Years_since_reference_measure",54,0,0.26334845922551
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","26","Years_since_reference_measure",56,0,0.300611400762042
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","27","Years_since_reference_measure",61,0,0.278691976162177
"BioTIME",245,"245_147","195","195_NorthAmerica_2044",-85.42,42.25,"Vertebrates","Time_as_proxy","28","Years_since_reference_measure",55,0,0.286553964988482
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","1","Years_since_reference_measure",60,0,0.094159381468205
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","2","Years_since_reference_measure",60,0,0.125974362783186
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","3","Years_since_reference_measure",56,0,0.176927637605159
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","4","Years_since_reference_measure",61,0,0.151222732361899
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","5","Years_since_reference_measure",68,0,0.132277203765093
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","6","Years_since_reference_measure",61,0,0.163297687526231
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","7","Years_since_reference_measure",57,0,0.178771000007964
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","8","Years_since_reference_measure",59,0,0.17893927991484
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","9","Years_since_reference_measure",60,0,0.13154669084642
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","10","Years_since_reference_measure",62,0,0.132256579600033
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","11","Years_since_reference_measure",62,0,0.171210276433564
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","12","Years_since_reference_measure",60,0,0.192611074247104
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","13","Years_since_reference_measure",59,0,0.129940185548361
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","14","Years_since_reference_measure",60,0,0.197028925948302
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","15","Years_since_reference_measure",56,0,0.19786721420104
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","16","Years_since_reference_measure",51,0,0.262520197333149
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","17","Years_since_reference_measure",58,0,0.124894190213663
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","18","Years_since_reference_measure",60,0,0.150439332998156
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","19","Years_since_reference_measure",57,0,0.162143557623434
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","20","Years_since_reference_measure",52,0,0.160327273940634
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","21","Years_since_reference_measure",50,0,0.187625791855204
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","22","Years_since_reference_measure",52,0,0.155289342489494
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","23","Years_since_reference_measure",51,0,0.155439096001835
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","24","Years_since_reference_measure",53,0,0.125294806526625
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","25","Years_since_reference_measure",6,0,0.348290598290598
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","26","Years_since_reference_measure",52,0,0.120719472085869
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","27","Years_since_reference_measure",45,0,0.222972470849234
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","28","Years_since_reference_measure",45,0,0.153933052003227
"BioTIME",245,"245_148","195","195_NorthAmerica_2048",-85.77,41.97,"Vertebrates","Time_as_proxy","29","Years_since_reference_measure",42,0,0.236135034556087
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","1","Years_since_reference_measure",45,0,0.231184186184186
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","2","Years_since_reference_measure",54,0,0.159165834165834
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","3","Years_since_reference_measure",60,0,0.133011803011803
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","4","Years_since_reference_measure",56,0,0.187036061510851
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","5","Years_since_reference_measure",51,0,0.141787041614031
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","6","Years_since_reference_measure",54,0,0.14674456202234
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","7","Years_since_reference_measure",54,0,0.138352007469654
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","8","Years_since_reference_measure",54,0,0.155220977279801
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","9","Years_since_reference_measure",57,0,0.150918964076859
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","10","Years_since_reference_measure",51,0,0.133095329635122
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","11","Years_since_reference_measure",53,0,0.129346140972112
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","12","Years_since_reference_measure",52,0,0.167671136053489
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","13","Years_since_reference_measure",56,0,0.134654278378018
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","14","Years_since_reference_measure",53,0,0.134043422972391
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","15","Years_since_reference_measure",52,0,0.110686902966315
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","16","Years_since_reference_measure",49,0,0.102307416473083
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","17","Years_since_reference_measure",53,0,0.122054859679721
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","18","Years_since_reference_measure",48,0,0.0846081172367937
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","19","Years_since_reference_measure",47,0,0.157323614363664
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","20","Years_since_reference_measure",52,0,0.093970408676291
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","21","Years_since_reference_measure",53,0,0.0957604425417966
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","22","Years_since_reference_measure",48,0,0.117065287653523
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","23","Years_since_reference_measure",51,0,0.152179257369569
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","24","Years_since_reference_measure",13,0,0.0384615384615384
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","25","Years_since_reference_measure",53,0,0.159492098726283
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","26","Years_since_reference_measure",55,0,0.120027123797177
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","27","Years_since_reference_measure",48,0,0.153629033684181
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","28","Years_since_reference_measure",47,0,0.147687585672567
"BioTIME",245,"245_149","195","195_NorthAmerica_2050",-84.35,46.22,"Vertebrates","Time_as_proxy","29","Years_since_reference_measure",44,0,0.110228333757746
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","1","Years_since_reference_measure",48,0,0.283479073809339
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","2","Years_since_reference_measure",47,0,0.271081796782101
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","3","Years_since_reference_measure",45,0,0.242974974052921
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","4","Years_since_reference_measure",47,0,0.260972807018438
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","5","Years_since_reference_measure",49,0,0.179561949751569
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","6","Years_since_reference_measure",46,0,0.289998399725882
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","7","Years_since_reference_measure",48,0,0.282568640301589
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","8","Years_since_reference_measure",55,0,0.185319799146864
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","9","Years_since_reference_measure",48,0,0.204365486777215
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","10","Years_since_reference_measure",46,0,0.203332797444985
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","11","Years_since_reference_measure",47,0,0.194164274355772
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","12","Years_since_reference_measure",51,0,0.169238363891012
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","13","Years_since_reference_measure",54,0,0.150297817286772
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","14","Years_since_reference_measure",46,0,0.174154333854783
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","15","Years_since_reference_measure",47,0,0.160119550993179
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","16","Years_since_reference_measure",48,0,0.133556280034608
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","17","Years_since_reference_measure",52,0,0.141010708028027
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","18","Years_since_reference_measure",48,0,0.174363774800754
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","19","Years_since_reference_measure",49,0,0.15272562559298
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","20","Years_since_reference_measure",52,0,0.163756828655629
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","21","Years_since_reference_measure",50,0,0.0633847439320142
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","22","Years_since_reference_measure",52,0,0.151516607590099
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","23","Years_since_reference_measure",50,0,0.152160384331116
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","24","Years_since_reference_measure",57,0,0.154590029346604
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","25","Years_since_reference_measure",52,0,0.131766499561496
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","26","Years_since_reference_measure",51,0,0.0917812528588032
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","27","Years_since_reference_measure",49,0,0.144138840393234
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","28","Years_since_reference_measure",49,0,0.125491178617243
"BioTIME",245,"245_150","195","195_NorthAmerica_2067",-84.42,41.82,"Vertebrates","Time_as_proxy","29","Years_since_reference_measure",49,0,0.138032651347541
