"Source_ID","PDF","n_species","logitMSA_loss_pred","logitMSA_loss_pred_lwr","logitMSA_loss_pred_med","logitMSA_loss_pred_mea","logitMSA_loss_pred_upr","MSA_loss_pred","MSA_loss_pred_lwr","MSA_loss_pred_med","MSA_loss_pred_mea","MSA_loss_pred_upr"
0,0,1,-1.39137893073768,-2.30649843986699,-1.31935386667529,-1.32067241987086,-0.334039826107373,0.199187709655197,0.0905861911591687,0.210925813311475,0.210706442087974,0.417257997127093
0,0.01,1,-1.34891248977884,-2.25082078754346,-1.27746311693638,-1.27935369604425,-0.304140152250124,0.2060482232846,0.0952786889637217,0.217982366616703,0.217660258891795,0.424545701838771
0,0.02,1,-1.30644604882001,-2.19514220506409,-1.23620599118983,-1.23803497221765,-0.274240478392875,0.213082156423488,0.100187569672666,0.225097078253104,0.224778212460889,0.431866361425754
0,0.03,1,-1.26397960786117,-2.13946362258473,-1.19549378843742,-1.19671624839105,-0.244340804535626,0.220289585655674,0.105319920399222,0.232277816297633,0.232059892680447,0.439216906576882
0,0.04,1,-1.22151316690233,-2.08378504010537,-1.15480563954071,-1.15539752456445,-0.214441130678376,0.227670270936342,0.110682847681745,0.239612408364755,0.239504584539283,0.44659421605862
0,0.05,1,-1.1790467259435,-2.0296225871983,-1.11521215434189,-1.11407880073784,-0.184541456821127,0.235223640736913,0.11612765487033,0.246900459350081,0.247111256269559,0.453995121866036
0,0.06,1,-1.13658028498466,-1.97827313042106,-1.07454730636383,-1.07276007691124,-0.154864644173924,0.242948777932116,0.121503043598467,0.254539274507678,0.25487854831399,0.461361031491867
0,0.07,1,-1.09411384402582,-1.92692367364383,-1.03047315732587,-1.03144135308464,-0.125918120303353,0.250844406575537,0.127091474064879,0.262992383033213,0.262804763244492,0.468561997389715
0,0.08,1,-1.05164740306699,-1.873249929231,-0.989904372028076,-0.990122629258038,-0.0969715964327819,0.258908879712855,0.133166126298411,0.270930966379456,0.270887856756606,0.475776080367324
0,0.09,1,-1.00918096210815,-1.81710641417845,-0.948397133781469,-0.948803905431436,-0.0680250725622111,0.267140168383298,0.139781442695489,0.279207285539582,0.279125429862989,0.48300028674156
0,0.1,1,-0.966714521149314,-1.76086657766621,-0.906559122200119,-0.907485181604833,-0.0390785486916402,0.275535851959539,0.146681840286957,0.287704463004536,0.287514722406723,0.490231605931836
0,0.11,1,-0.924248080190477,-1.70462674115396,-0.865342319225466,-0.866166457778231,-0.0101320248210694,0.284093109974053,0.153861951692334,0.296224391850198,0.296052608011072,0.497467015463941
0,0.12,1,-0.881781639231641,-1.64833745962503,-0.825368565485802,-0.824847733951629,0.0188033700792466,0.292808715575822,0.161333773274777,0.304625252280367,0.304735590576548,0.504700704019584
0,0.13,1,-0.839315198272804,-1.59199180132417,-0.78590981909647,-0.783529010125027,0.0476521872370773,0.301679030755014,0.169103848955694,0.31304758458454,0.313559802428658,0.511910793044031
0,0.14,1,-0.796848757313968,-1.53564614302331,-0.745429766932539,-0.742210286298425,0.0765004544604346,0.310700003464906,0.177169089067794,0.321817946136886,0.322521004210551,0.519115791880783
0,0.15,1,-0.754382316355131,-1.47660976118876,-0.707825181772709,-0.700891562471822,0.102589566520813,0.319867166759729,0.18594004104197,0.330079573484521,0.331614586603861,0.525624921193409
0,0.16,1,-0.711915875396295,-1.41699535604883,-0.667044915310238,-0.65957283864522,0.128678678581192,0.329175640054375,0.195133049154485,0.339158849161766,0.340835573948522,0.53212535369821
0,0.17,1,-0.669449434437458,-1.36061693315979,-0.627123469971507,-0.618254114818618,0.154767790641571,0.33862013259698,0.204140052776334,0.348163068034095,0.350178629818174,0.538614899634397
0,0.18,1,-0.626982993478622,-1.30772646277717,-0.587921595978959,-0.576935390992016,0.180856902701949,0.348194949228444,0.212867537853109,0.357111878666277,0.359638064592226,0.54509138396374
0,0.19,1,-0.584516552519785,-1.25434564258992,-0.546281818495832,-0.535616667165414,0.210074003251946,0.357893998484048,0.221948793878128,0.36672748497366,0.369207845048676,0.552326207834886
0,0.2,1,-0.542050111560949,-1.19817239287258,-0.505124787051869,-0.494297943338811,0.240555396456626,0.367710803071699,0.231800497192136,0.376337082794996,0.378881605983772,0.559850513450562
0,0.21,1,-0.499583670602112,-1.14181670315872,-0.463211365528518,-0.452979219512209,0.271036789661306,0.377638512739153,0.24198696827166,0.38622427573722,0.388652663845585,0.567347417588763
0,0.22,1,-0.457117229643276,-1.08157055547683,-0.427516502588671,-0.411660495685607,0.301508458144196,0.387669919519187,0.253208918696445,0.39471952348548,0.398514032348933,0.574811230468812
0,0.23,1,-0.414650788684439,-1.02589197299747,-0.386846696452399,-0.370341771859005,0.331910928038552,0.397797475317311,0.263881305648204,0.404476624244721,0.408458440018974,0.582224262296679
0,0.24,1,-0.372184347725603,-0.970213390518103,-0.346501218423525,-0.329023048032403,0.359097211418514,0.408013311781701,0.274837970996831,0.414231122839089,0.418478349590627,0.588821876846921
0,0.25,1,-0.329717906766766,-0.91453480803874,-0.30518177094461,-0.2877043242058,0.384980642067182,0.418309262369882,0.286072772312857,0.424291247487847,0.428565979170943,0.595073809368435
0,0.26,1,-0.28725146580793,-0.860310614345036,-0.265112518807704,-0.246385600379198,0.413649376965692,0.428676886501724,0.297274453502076,0.434107355736408,0.438713325052025,0.601962607320233
0,0.27,1,-0.244785024849093,-0.803177643080013,-0.224435548854059,-0.205066876552596,0.441742705548982,0.439107495663989,0.309346200861753,0.444125455646846,0.448912186043433,0.608674204160623
0,0.28,1,-0.202318583890257,-0.747280741693807,-0.181784753656778,-0.163748152725994,0.466274231479708,0.449592181308316,0.321414102063414,0.454678549476697,0.459154189175415,0.614501538710779
0,0.29,1,-0.15985214293142,-0.691738509251208,-0.143514996431339,-0.122429428899392,0.490709724957874,0.460121844362688,0.333646444862036,0.464182705869246,0.469430816608218,0.620273611148318
0,0.3,1,-0.117385701972584,-0.635493769480105,-0.101650391468764,-0.0811107050727895,0.515145218436041,0.470687226156341,0.346265888082904,0.474609261491598,0.479733433568329,0.626011857075895
0,0.31,1,-0.0749192610137472,-0.57975691297156,-0.0593844242530702,-0.0397919812461872,0.540084169388781,0.481278940540306,0.358988529905106,0.485158255310294,0.490053317120093,0.631831997463878
0,0.32,1,-0.0324528200549106,-0.52459846769313,-0.0178481757347475,0.00152674258041498,0.571786786710199,0.491887506970464,0.371777588364583,0.495538074513957,0.500381685570963,0.639175364549394
0,0.33,1,0.0100136209039259,-0.469174878261473,0.0265436056624885,0.0428454664070172,0.603915741274237,0.502503384307611,0.384811557442321,0.50663551182552,0.510709728300855,0.646551654311075
0,0.34,1,0.0524800618627623,-0.414800580784545,0.0706104382806105,0.0841641902336195,0.636004711128849,0.513117005079709,0.397761592473506,0.517645278810053,0.52102863580082,0.653849762557057
0,0.35,1,0.094946502821599,-0.364924830801041,0.112372687478995,0.125482914060222,0.665253762254923,0.523718809945443,0.409767928231641,0.528063646658838,0.531329629703677,0.660439583900982
0,0.36,1,0.137412943780435,-0.314889795018968,0.155637318291483,0.166801637886824,0.687672470404867,0.534299282095592,0.4219216462948,0.538830977716281,0.541603992589323,0.665448956349622
0,0.37,1,0.179879384739272,-0.263650575488417,0.197698418788744,0.208120361713426,0.716936763765927,0.544848981329527,0.434466528577037,0.549264252722767,0.551843097350247,0.671932115247723
0,0.38,1,0.222345825698108,-0.211223475712392,0.239741790983239,0.249439085540028,0.749692232877046,0.555358577548386,0.447389588467857,0.559650016733263,0.562038435908206,0.679111634562287
0,0.39,1,0.264812266656945,-0.163571621956686,0.280806070296493,0.29075780936663,0.776462186230021,0.565818883414111,0.459198027663276,0.569743831723053,0.572181647080992,0.684917133664343
0,0.4,1,0.307278707615781,-0.115152621236236,0.321909040671221,0.332076533193233,0.805141957147549,0.576220885934297,0.471243613779712,0.579789429404778,0.582264543408575,0.691073319809201
0,0.41,1,0.349745148574618,-0.0652757565948457,0.36143392480857,0.373395257019835,0.837389542843957,0.586555776746633,0.483686852863867,0.589387502447502,0.592279136760481,0.697915138879415
0,0.42,1,0.392211589533454,-0.0153988919534557,0.401279268324843,0.414713980846437,0.860698333208139,0.596814980893188,0.496150353082243,0.598994979233847,0.602217662560786,0.702806535513857
