"Database","Source_ID","SS_ID","Longitude","Latitude","Taxon_group","Pressure","Pressure_level","Pressure_unit","n_species","PDF","MSA_loss"
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",31.8493333333333,-28.8493333333334,"Plants","Land_use","Intermediate secondary vegetation","Land_use_category",92,0.858695652173913,0.861047263715464
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",31.8505555555555,-28.8490277777778,"Plants","Land_use","Intermediate secondary vegetation","Land_use_category",304,0.891447368421053,0.901089506542746
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",28.5804444444444,-31.7016111111111,"Plants","Land_use","Pasture","Land_use_category",9,0.888888888888889,0.996913580246914
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",28.5820138888889,-31.7075,"Plants","Land_use","Pasture","Land_use_category",64,0.875,0.912456611284343
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",28.5831481481481,-31.7037037037037,"Plants","Land_use","Pasture","Land_use_category",6,0.833333333333333,0.833333333333333
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",28.5843518518518,-31.6998148148148,"Plants","Land_use","Pasture","Land_use_category",25,0.92,0.92
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",28.5844444444444,-31.7056481481482,"Plants","Land_use","Pasture","Land_use_category",47,0.914893617021277,0.914893617021277
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",28.5848333333333,-31.7018333333334,"Plants","Land_use","Pasture","Land_use_category",10,0.8,0.8
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",28.5850396825397,-31.7026984126984,"Plants","Land_use","Pasture","Land_use_category",5,0.8,0.8
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",28.5867592592592,-31.7009722222223,"Plants","Land_use","Pasture","Land_use_category",3,0.666666666666667,0.666666666666667
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",28.5873611111111,-31.6990277777778,"Plants","Land_use","Pasture","Land_use_category",29,0.931034482758621,0.953819158269747
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",28.5891666666667,-31.6985555555556,"Plants","Land_use","Pasture","Land_use_category",11,0.909090909090909,0.909090909090909
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",28.5893055555555,-31.7019444444445,"Plants","Land_use","Pasture","Land_use_category",186,0.897849462365591,0.908847676065776
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",31.1583333333333,-28.5495833333333,"Plants","Land_use","Primary vegetation - Light/intense use","Land_use_category",66,0.939393939393939,0.948817895440227
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",31.1591666666667,-28.5472222222222,"Plants","Land_use","Primary vegetation - Light/intense use","Land_use_category",321,0.950155763239875,0.950155763239875
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",31.1615740740741,-28.5614814814815,"Plants","Land_use","Primary vegetation - Light/intense use","Land_use_category",2,0.5,0.875
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",31.1636111111112,-28.56625,"Plants","Land_use","Primary vegetation - Light/intense use","Land_use_category",7,0.857142857142857,0.993506493506494
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",31.9854365079365,-28.768253968254,"Plants","Land_use","Primary vegetation - Light/intense use","Land_use_category",80,0.875,0.875
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",31.9856481481482,-28.7684722222222,"Plants","Land_use","Primary vegetation - Light/intense use","Land_use_category",258,0.833333333333333,0.842595478453717
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",31.9858333333333,-28.7676851851852,"Plants","Land_use","Primary vegetation - Light/intense use","Land_use_category",58,0.827586206896552,0.830407750505631
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",27.0180555555555,-26.7170833333333,"Plants","Land_use","Urban","Land_use_category",147,0.965986394557823,0.966137566137566
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",27.0211111111111,-26.7108333333333,"Plants","Land_use","Urban","Land_use_category",130,0.984615384615385,0.984615384615385
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",27.0277777777778,-26.7133333333333,"Plants","Land_use","Urban","Land_use_category",119,0.974789915966387,0.974789915966387
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",30.8945138888889,-29.9322222222222,"Plants","Land_use","Urban","Land_use_category",309,0.896440129449838,0.912949965958732
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",30.8952777777778,-29.9319047619047,"Plants","Land_use","Urban","Land_use_category",3,0.666666666666667,0.877826259420865
"PREDICTS","DL1_2012__Siebert","DL1_2012__Siebert 1",30.8955158730159,-29.9321825396825,"Plants","Land_use","Urban","Land_use_category",84,0.916666666666667,0.916999421399641
"PREDICTS","DL1_2013__OforiBoateng","DL1_2013__OforiBoateng 1",-3.07333333333333,6.47416666666667,"Vertebrates","Land_use","Intermediate secondary vegetation","Land_use_category",12,0.916666666666667,0.961538461538462
"PREDICTS","DL1_2013__OforiBoateng","DL1_2013__OforiBoateng 1",-1.32055555555556,5.61944444444445,"Vertebrates","Land_use","Intermediate secondary vegetation","Land_use_category",12,0.25,0.398946886446886
"PREDICTS","DL1_2013__OforiBoateng","DL1_2013__OforiBoateng 1",-2.64972222222222,5.24416666666667,"Vertebrates","Land_use","Mature secondary vegetation","Land_use_category",12,0.25,0.472756173365929
"PREDICTS","DL1_2013__Rodrigues","DL1_2013__Rodrigues 1",-55.0260277777778,-22.1445,"Invertebrates","Land_use","Cropland","Land_use_category",28,0.178571428571429,0.421768961500483
"PREDICTS","DL1_2013__Rodrigues","DL1_2013__Rodrigues 1",-55.3225555555556,-21.99,"Invertebrates","Land_use","Pasture","Land_use_category",28,0.178571428571429,0.439402327044484
"PREDICTS","DL1_2013__deThoisy","DL1_2013__deThoisy 1",-53.2220076666667,5.37538666666667,"Vertebrates","Land_use","Intermediate secondary vegetation","Land_use_category",11,0.0909090909090909,0.373472938599223
"PREDICTS","DL1_2013__deThoisy","DL1_2013__deThoisy 1",-52.607433,4.865418,"Vertebrates","Land_use","Intermediate secondary vegetation","Land_use_category",11,0.454545454545455,0.730892280357252
"PREDICTS","DL1_2013__deThoisy","DL1_2013__deThoisy 1",-52.131635,4.059572,"Vertebrates","Land_use","Intermediate secondary vegetation","Land_use_category",11,0.363636363636364,0.677514675007557
"PREDICTS","DL1_2013__deThoisy","DL1_2013__deThoisy 1",-54.155877,5.280158,"Vertebrates","Land_use","Mature secondary vegetation","Land_use_category",11,0.454545454545455,0.59171648017353
"PREDICTS","DL1_2013__deThoisy","DL1_2013__deThoisy 1",-53.967133,5.348667,"Vertebrates","Land_use","Mature secondary vegetation","Land_use_category",11,0.454545454545455,0.686170602230883
"PREDICTS","DL1_2013__deThoisy","DL1_2013__deThoisy 1",-53.921713,5.726994,"Vertebrates","Land_use","Mature secondary vegetation","Land_use_category",11,0.636363636363636,0.789897821640148
"PREDICTS","DL1_2013__deThoisy","DL1_2013__deThoisy 1",-53.896275,5.553985,"Vertebrates","Land_use","Mature secondary vegetation","Land_use_category",11,0.636363636363636,0.832244064446254
"PREDICTS","DL1_2013__deThoisy","DL1_2013__deThoisy 1",-53.480165,5.273194,"Vertebrates","Land_use","Mature secondary vegetation","Land_use_category",11,0.545454545454545,0.931063064290383
"PREDICTS","DL1_2013__deThoisy","DL1_2013__deThoisy 1",-52.802106,5.174982,"Vertebrates","Land_use","Mature secondary vegetation","Land_use_category",11,0.636363636363636,0.726392961876833
"PREDICTS","DL1_2013__deThoisy","DL1_2013__deThoisy 1",-52.632553,4.999466,"Vertebrates","Land_use","Mature secondary vegetation","Land_use_category",11,0.181818181818182,0.535555401054015
"PREDICTS","DL1_2013__deThoisy","DL1_2013__deThoisy 1",-52.569916,4.899048,"Vertebrates","Land_use","Mature secondary vegetation","Land_use_category",11,0.272727272727273,0.571420120991409
"PREDICTS","DL1_2013__deThoisy","DL1_2013__deThoisy 1",-53.948397,5.653225,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",11,0.363636363636364,0.566122790401722
"PREDICTS","DL1_2013__deThoisy","DL1_2013__deThoisy 1",-53.941681,5.202246,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",11,0.181818181818182,0.452005928451529
"PREDICTS","DL1_2013__deThoisy","DL1_2013__deThoisy 1",-53.216829,5.36110075,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",11,0.181818181818182,0.485426600864619
"PREDICTS","EP1_1996__Laurance","EP1_1996__Laurance 1",145.59444,-17.59444,"Vertebrates","Land_use","Mature secondary vegetation","Land_use_category",5,0,0.214003081647818
"PREDICTS","EP1_1996__Laurance","EP1_1996__Laurance 1",145.56944,-17.53689,"Vertebrates","Land_use","Young secondary vegetation","Land_use_category",5,0,0.112820723879769
"PREDICTS","HB1_1998__Svenning","HB1_1998__Svenning 1",-78.621555,0.117613,"Plants","Land_use","Intermediate secondary vegetation","Land_use_category",5,0,0.273116713352007
"PREDICTS","HB1_1999__Vasconcelos","HB1_1999__Vasconcelos 1",-59.9636111111111,-2.36083333333333,"Invertebrates","Land_use","Intermediate secondary vegetation","Land_use_category",25,0.68,0.74140350877193
"PREDICTS","HB1_1999__Vasconcelos","HB1_1999__Vasconcelos 1",-60.105,-2.34027777777778,"Invertebrates","Land_use","Young secondary vegetation","Land_use_category",25,0.64,0.77838357115411
"PREDICTS","HB1_2000__Vasconcelos","HB1_2000__Vasconcelos 1",-60.1833333333333,-2.63472222222222,"Invertebrates","Land_use","Intermediate secondary vegetation","Land_use_category",41,0.341463414634146,0.543691859918234
"PREDICTS","HB1_2000__Vasconcelos","HB1_2000__Vasconcelos 1",-60.1833333333333,-2.63472222222222,"Invertebrates","Land_use","Young secondary vegetation","Land_use_category",41,0.24390243902439,0.440503320451546
"PREDICTS","HB1_2001__Aumann","HB1_2001__Aumann 1",132.343166667,-23.303,"Vertebrates","Land_use","Pasture","Land_use_category",6,0,0.220454545454545
"PREDICTS","HB1_2001__Aumann","HB1_2001__Aumann 1",132.622833333,-22.7743333333,"Vertebrates","Land_use","Pasture","Land_use_category",6,0.333333333333333,0.4375
"PREDICTS","HB1_2001__Aumann","HB1_2001__Aumann 1",132.673333333,-22.4545,"Vertebrates","Land_use","Pasture","Land_use_category",6,0,0.2620670995671
"PREDICTS","HB1_2001__Aumann","HB1_2001__Aumann 1",132.8865,-22.6228333333,"Vertebrates","Land_use","Pasture","Land_use_category",6,0.333333333333333,0.479166666666667
"PREDICTS","HB1_2001__Aumann","HB1_2001__Aumann 1",131.538666667,-23.2356666667,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",6,0.5,0.545454545454545
"PREDICTS","HB1_2001__Aumann","HB1_2001__Aumann 1",132.016833333,-23.4208333333,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",6,0.5,0.751893939393939
"PREDICTS","HB1_2001__Aumann","HB1_2001__Aumann 1",132.505,-23.8753333333,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",6,0.5,0.607954545454545
"PREDICTS","HB1_2001__Aumann","HB1_2001__Aumann 1",132.673333333,-23.7238333333,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",6,0,0.175757575757576
"PREDICTS","HP1_2004__Cleary","HP1_2004__Cleary 1",116.431,-0.9484333,"Invertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",208,0.423076923076923,0.562558982762779
"PREDICTS","HP1_2004__Cleary","HP1_2004__Cleary 1",116.815,-1.115875,"Invertebrates","Land_use","Young secondary vegetation","Land_use_category",213,0.544600938967136,0.671555509063069
"PREDICTS","HP1_2004__Cleary","HP1_2004__Cleary 1",116.954,-1.0435417,"Invertebrates","Land_use","Young secondary vegetation","Land_use_category",222,0.716216216216216,0.804014870422826
"PREDICTS","HP1_2004__Cleary","HP1_2004__Cleary 1",116.9719,-1.1249972,"Invertebrates","Land_use","Young secondary vegetation","Land_use_category",222,0.887387387387387,0.897863772863773
"PREDICTS","HP1_2007__MacSwiney","HP1_2007__MacSwiney 1",-88.89282,21.17215,"Vertebrates","Land_use","Pasture","Land_use_category",22,0.681818181818182,0.833331189394213
"PREDICTS","HP1_2007__MacSwiney","HP1_2007__MacSwiney 1",-88.86632,20.9099,"Vertebrates","Land_use","Pasture","Land_use_category",22,0.590909090909091,0.721003654561721
"PREDICTS","HP1_2007__MacSwiney","HP1_2007__MacSwiney 1",-88.67943,21.22755,"Vertebrates","Land_use","Pasture","Land_use_category",22,0.363636363636364,0.519442850824848
"PREDICTS","HP1_2007__MacSwiney","HP1_2007__MacSwiney 1",-88.60595,21.29837,"Vertebrates","Land_use","Pasture","Land_use_category",22,0.590909090909091,0.697749638533372
"PREDICTS","HP1_2007__Shahabuddin","HP1_2007__Shahabuddin 1",76.4034773333333,27.343278,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",67,0.164179104477612,0.395377569205292
"PREDICTS","HP1_2007b_Barlow","HP1_2007b_Barlow 1",-52.594345,-0.8329,"Invertebrates","Land_use","Forest_plantation","Land_use_category",40,0,0.256800344460515
"PREDICTS","HP1_2007b_Barlow","HP1_2007b_Barlow 1",-52.65879,-0.587,"Invertebrates","Land_use","Intermediate secondary vegetation","Land_use_category",45,0,0.173527859762271
"PREDICTS","HP1_2007c_Barlow","HP1_2007c_Barlow 1",-52.594345,-0.8329,"Vertebrates","Land_use","Forest_plantation","Land_use_category",26,0,0.23895790200138
"PREDICTS","HP1_2007c_Barlow","HP1_2007c_Barlow 1",-52.65879,-0.587,"Vertebrates","Land_use","Intermediate secondary vegetation","Land_use_category",26,0,0.431895003859175
"PREDICTS","HP1_2007c_Barlow","HP1_2007c_Barlow 2",-52.594345,-0.8329,"Invertebrates","Land_use","Forest_plantation","Land_use_category",6,0,0.0714285714285714
"PREDICTS","HP1_2007c_Barlow","HP1_2007c_Barlow 2",-52.65879,-0.587,"Invertebrates","Land_use","Intermediate secondary vegetation","Land_use_category",6,0,0.166666666666667
"PREDICTS","HP1_2007c_Barlow","HP1_2007c_Barlow 3",-52.594345,-0.8329,"Invertebrates","Land_use","Forest_plantation","Land_use_category",19,0,0.214682614974415
"PREDICTS","HP1_2007c_Barlow","HP1_2007c_Barlow 3",-52.65879,-0.587,"Invertebrates","Land_use","Intermediate secondary vegetation","Land_use_category",21,0,0.317414972135772
"PREDICTS","HP1_2007c_Barlow","HP1_2007c_Barlow 4",-52.594345,-0.8329,"Invertebrates","Land_use","Forest_plantation","Land_use_category",10,0,0.0985294117647059
"PREDICTS","HP1_2007c_Barlow","HP1_2007c_Barlow 4",-52.65879,-0.587,"Invertebrates","Land_use","Intermediate secondary vegetation","Land_use_category",6,0,0.231800766283525
"PREDICTS","HP1_2007c_Barlow","HP1_2007c_Barlow 5",-52.594345,-0.8329,"Invertebrates","Land_use","Forest_plantation","Land_use_category",11,0,0.430774598176077
"PREDICTS","HP1_2007c_Barlow","HP1_2007c_Barlow 5",-52.65879,-0.587,"Invertebrates","Land_use","Intermediate secondary vegetation","Land_use_category",14,0,0.319593242184028
"PREDICTS","HP1_2007c_Barlow","HP1_2007c_Barlow 6",-52.65879,-0.587,"Plants","Land_use","Intermediate secondary vegetation","Land_use_category",35,0,0.273324009078796
"PREDICTS","HP1_2008__Farwig","HP1_2008__Farwig 1",34.901424,0.220822,"Vertebrates","Land_use","Forest_plantation","Land_use_category",30,0.366666666666667,0.446966851088144
"PREDICTS","HP1_2008__Farwig","HP1_2008__Farwig 1",34.8685626666667,0.350278333333333,"Vertebrates","Land_use","Secondary vegetation","Land_use_category",72,0.361111111111111,0.596995512767481
"PREDICTS","HP1_2008__Gomes","HP1_2008__Gomes 1",-83.916315,9.664255,"Vertebrates","Land_use","Pasture","Land_use_category",20,0.4,0.691319450334767
"PREDICTS","HP1_2008__Gomes","HP1_2008__Gomes 1",-83.9031485,9.666173,"Vertebrates","Land_use","Pasture","Land_use_category",27,0.296296296296296,0.530795253261794
"PREDICTS","HP1_2008__Gomes","HP1_2008__Gomes 1",-83.820937,9.543358,"Vertebrates","Land_use","Pasture","Land_use_category",48,0.416666666666667,0.65928630357202
"PREDICTS","HP1_2008__Presley","HP1_2008__Presley 1",-54.9568489705882,-3.03267133823529,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",30,0.466666666666667,0.589137215052463
"PREDICTS","HP1_2009__Horgan","HP1_2009__Horgan 1",-75.3831404761905,-11.1026697142857,"Invertebrates","Land_use","Forest_plantation","Land_use_category",6,0.833333333333333,0.857142857142857
"PREDICTS","HP1_2009__Horgan","HP1_2009__Horgan 1",-75.38242265,-11.1042272,"Invertebrates","Land_use","Forest_plantation","Land_use_category",3,0,0.491720779220779
"PREDICTS","HP1_2009__Horgan","HP1_2009__Horgan 1",-75.3820588636364,-11.103778,"Invertebrates","Land_use","Forest_plantation","Land_use_category",5,0,0.278339782201125
"PREDICTS","HP1_2009__Horgan","HP1_2009__Horgan 1",-75.3813785,-11.0906125,"Invertebrates","Land_use","Intermediate secondary vegetation","Land_use_category",8,0.625,0.692602040816326
"PREDICTS","HP1_2009__Horgan","HP1_2009__Horgan 1",-75.3802368,-11.0937164,"Invertebrates","Land_use","Intermediate secondary vegetation","Land_use_category",10,0.5,0.64906976744186
"PREDICTS","HP1_2009__Horgan","HP1_2009__Horgan 1",-75.349961,-11.130663,"Invertebrates","Land_use","Mature secondary vegetation","Land_use_category",18,0.722222222222222,0.835587002096436
"PREDICTS","HP1_2009__Horgan","HP1_2009__Horgan 1",-75.401597,-11.098896,"Invertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",18,0.555555555555556,0.625426668200755
"PREDICTS","HP1_2009__Kessler","HP1_2009__Kessler 2",120.034214447,-1.50310368422182,"Invertebrates","Land_use","Forest_plantation","Land_use_category",10,0.3,0.571625344352617
"PREDICTS","HP1_2009__Kessler","HP1_2009__Kessler 3",120.034218,-1.50310063636364,"Invertebrates","Land_use","Forest_plantation","Land_use_category",12,0.0833333333333334,0.505619834710744
"PREDICTS","HP1_2009__Kessler","HP1_2009__Kessler 5",120.034218,-1.50310063636364,"Vertebrates","Land_use","Forest_plantation","Land_use_category",62,0.274193548387097,0.567880311282071
"PREDICTS","HP1_2010__Bicknell","HP1_2010__Bicknell 1",-58.9212053748,4.8503531689175,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",7,0.142857142857143,0.291647674038558
"PREDICTS","HP1_2010__Bicknell","HP1_2010__Bicknell 1",-58.7192690068,4.618404415355,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",7,0.142857142857143,0.384699164077365
"PREDICTS","HP1_2010__Bicknell","HP1_2010__Bicknell 2",-58.9212053748,4.8503531689175,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",20,0.15,0.332848241939452
"PREDICTS","HP1_2010__Bicknell","HP1_2010__Bicknell 2",-58.7192690068,4.618404415355,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",20,0.25,0.553790122661538
"PREDICTS","HW1_2006__Summerville","HW1_2006__Summerville 1",-93.71736,41.780555,"Invertebrates","Land_use","Mature secondary vegetation","Land_use_category",125,0.584,0.759569660804899
"PREDICTS","HW1_2006__Summerville","HW1_2006__Summerville 1",-93.36852,41.6065733333333,"Invertebrates","Land_use","Mature secondary vegetation","Land_use_category",125,0.592,0.75746534826685
"PREDICTS","HW1_2006__Summerville","HW1_2006__Summerville 1",-93.631945,41.5875,"Invertebrates","Land_use","Young secondary vegetation","Land_use_category",125,0.76,0.856927475525224
"PREDICTS","HW1_2006__Summerville","HW1_2006__Summerville 1",-93.53056,41.65111,"Invertebrates","Land_use","Young secondary vegetation","Land_use_category",125,0.824,0.888934847721804
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-93.2927973913043,45.4377904347826,"Vertebrates","Land_use","Cropland","Land_use_category",48,0.5625,0.710430343576333
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-93.2903031818182,45.4380536363636,"Vertebrates","Land_use","Cropland","Land_use_category",14,0.5,0.601472632229735
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-93.2829713043478,45.4384352173913,"Vertebrates","Land_use","Cropland","Land_use_category",6,0.333333333333333,0.443010352545913
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-92.847,45.5,"Vertebrates","Land_use","Cropland","Land_use_category",2,0.5,0.5
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-93.6566225,45.3969575,"Vertebrates","Land_use","Forest_plantation","Land_use_category",69,0.695652173913043,0.728942717150242
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-93.3462085714286,45.4308682142857,"Vertebrates","Land_use","Pasture","Land_use_category",68,0.441176470588235,0.545944206011471
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-92.873,45.49967,"Vertebrates","Land_use","Pasture","Land_use_category",8,0.875,0.875
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-92.872665,45.501085,"Vertebrates","Land_use","Pasture","Land_use_category",12,0.833333333333333,0.833333333333333
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-92.87233,45.5025,"Vertebrates","Land_use","Pasture","Land_use_category",5,0.8,0.8
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-92.8665,45.507,"Vertebrates","Land_use","Pasture","Land_use_category",2,0.5,0.978174603174603
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-93.6551666666667,45.3967233333333,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",69,0.72463768115942,0.733118542700602
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-93.2973146666667,45.4400893333333,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",14,0.214285714285714,0.319973552399896
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-93.2966588636364,45.4397618181818,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",46,0.239130434782609,0.398705083604904
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-93.2959725581395,45.4394190697674,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",9,0.333333333333333,0.478191189613834
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-93.02183,45.0415,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",69,0.840579710144927,0.840579710144927
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-92.7460957142857,45.5363114285714,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",2,0.5,0.988095238095238
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-92.7450225,45.54014875,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",4,0.75,0.996913580246914
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-92.743835,45.5418775,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",56,0.553571428571429,0.596068254639846
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-93.3531133333333,45.4243333333333,"Vertebrates","Land_use","Urban","Land_use_category",67,0.701492537313433,0.718914582934542
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-93.020739375,45.050656875,"Vertebrates","Land_use","Urban","Land_use_category",24,0.583333333333333,0.601747047244094
"PREDICTS","HW1_2007__Chapman","HW1_2007__Chapman 1",-93.0195294117647,45.0516670588235,"Vertebrates","Land_use","Urban","Land_use_category",40,0.675,0.774035019368264
"PREDICTS","HW1_2008__Cagle","HW1_2008__Cagle 1",-89.50342,41.639715,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",3,0,0.0740740740740741
"PREDICTS","HW1_2008__Cagle","HW1_2008__Cagle 1",-89.32373,41.88555,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",3,0.666666666666667,0.925925925925926
"PREDICTS","HW1_2008__Cagle","HW1_2008__Cagle 1",-88.60554,41.0849,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",3,0.666666666666667,0.666666666666667
"PREDICTS","HW1_2008__Lantschner","HW1_2008__Lantschner 1",-71.5040873016,-41.9149206349143,"Vertebrates","Land_use","Forest_plantation","Land_use_category",23,0.652173913043478,0.727586184463458
"PREDICTS","HW1_2008__Lantschner","HW1_2008__Lantschner 1",-71.3251851851667,-42.1718518518667,"Vertebrates","Land_use","Forest_plantation","Land_use_category",23,0.652173913043478,0.725910080875946
"PREDICTS","HW1_2008__Lantschner","HW1_2008__Lantschner 1",-71.2384523809714,-40.4764682539857,"Vertebrates","Land_use","Forest_plantation","Land_use_category",23,0.478260869565217,0.546204353294708
"PREDICTS","HW1_2008__Lantschner","HW1_2008__Lantschner 1",-71.1822222222,-41.2672222222,"Vertebrates","Land_use","Forest_plantation","Land_use_category",23,0.826086956521739,0.837906289573686
"PREDICTS","HW1_2008__Lantschner","HW1_2008__Lantschner 1",-71.1772222222,-41.0027777778,"Vertebrates","Land_use","Forest_plantation","Land_use_category",23,0.782608695652174,0.782608695652174
"PREDICTS","HW1_2008__Lantschner","HW1_2008__Lantschner 1",-71.13706624445,-39.95233833335,"Vertebrates","Land_use","Forest_plantation","Land_use_category",23,0.478260869565217,0.616048610838617
"PREDICTS","HW1_2008__Lantschner","HW1_2008__Lantschner 1",-71.119374999975,-40.10555555555,"Vertebrates","Land_use","Forest_plantation","Land_use_category",23,0.652173913043478,0.695519649121628
"PREDICTS","HW1_2008__Lantschner","HW1_2008__Lantschner 1",-71.5110416666625,-41.9166319444375,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",23,0.521739130434783,0.647176811873072
"PREDICTS","HW1_2008__Lantschner","HW1_2008__Lantschner 1",-71.2207407407333,-40.4447222222333,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",23,0.521739130434783,0.609040611672742
"PREDICTS","HW1_2012__Lantschner","HW1_2012__Lantschner 1",-71.2307189486207,-40.4603203893103,"Vertebrates","Land_use","Forest_plantation","Land_use_category",7,0.142857142857143,0.142857142857143
"PREDICTS","HW1_2012__Lantschner","HW1_2012__Lantschner 1",-71.1613506775,-40.535164653,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",7,0,0.0918367346938513
"PREDICTS","HW1_2012__Lantschner","HW1_2012__Lantschner 1",-71.221983081,-40.465147544,"Vertebrates","Land_use","Secondary vegetation","Land_use_category",7,0,0.00119047619047852
"PREDICTS","HW1_2012__Pelegrin","HW1_2012__Pelegrin 1",-65.4855815,-31.358392,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",8,0.125,0.240450382030747
"PREDICTS","HZ1_2011__Herrera","HZ1_2011__Herrera 1",47.4238888888889,-21.262962962963,"Vertebrates","Land_use","Intermediate secondary vegetation","Land_use_category",4,0.25,0.458591549295775
"PREDICTS","HZ1_2012__Kutt","HZ1_2012__Kutt 1",146.13214,-20.5440608333333,"Vertebrates","Land_use","Primary vegetation - Light/intense use","Land_use_category",74,0.0675675675675675,0.304886477518924
"PREDICTS","HZ1_2013__Garmendia","HZ1_2013__Garmendia 1",-90.902958,16.1303015,"Vertebrates","Land_use","Intermediate secondary vegetation","Land_use_category",17,0.588235294117647,0.602941176470588
"PREDICTS","HZ1_2013__Garmendia","HZ1_2013__Garmendia 1",-90.869547685,16.1667311833333,"Vertebrates","Land_use","Pasture","Land_use_category",17,0.294117647058823,0.441176470588235
