"Source_ID","PDF","Realm","n_species","logitMSA_loss_pred","logitMSA_loss_pred_lwr","logitMSA_loss_pred_med","logitMSA_loss_pred_mea","logitMSA_loss_pred_upr","MSA_loss_pred","MSA_loss_pred_lwr","MSA_loss_pred_med","MSA_loss_pred_mea","MSA_loss_pred_upr"
0,0.2,"Palearctic",1,-0.452128088875875,-0.99649678293816,-0.453963858671594,-0.447901183245432,0.071909719392281,0.388854913147087,0.269630752922392,0.388418737503654,0.389859894259464,0.517969687066099
0,0.21,"Palearctic",1,-0.410597116627783,-0.961404201956339,-0.418779773811019,-0.411590507592185,0.0926293917747796,0.398768952431845,0.276597138353297,0.396808776383835,0.398530808655957,0.523140804240505
0,0.22,"Palearctic",1,-0.36906614437969,-0.918557904879708,-0.380140995725991,-0.375279831938939,0.125780892443421,0.408766693266516,0.285251822219201,0.406092891061329,0.407265846757858,0.531403831126816
0,0.23,"Palearctic",1,-0.327535172131597,-0.875433081449718,-0.34563983419374,-0.338969156285693,0.154363377424149,0.418840474327478,0.29412504972303,0.414440147725301,0.41605990303902,0.538514397786721
0,0.24,"Palearctic",1,-0.286004199883505,-0.842864285371529,-0.308402838889529,-0.302658480632446,0.185169468311791,0.428982385295115,0.300931875534852,0.423504635573526,0.424907724473794,0.546160547349808
0,0.25,"Palearctic",1,-0.244473227635412,-0.799491996919719,-0.274883711810871,-0.2663478049792,0.223973289908913,0.439184290312839,0.31013419614297,0.431708546006569,0.433803922346078,0.555760419827345
0,0.26,"Palearctic",1,-0.20294225538732,-0.755847509962621,-0.239606975214317,-0.230037129325953,0.255888084357365,0.449437853007772,0.319548494886012,0.440383207784811,0.442742984773994,0.563625224564196
0,0.27,"Palearctic",1,-0.161411283139227,-0.712776308158848,-0.203567165388359,-0.193726453672707,0.293999728524025,0.459734562918345,0.328985668053793,0.449283227999806,0.451719289892092,0.572975049498336
0,0.28,"Palearctic",1,-0.119880310891134,-0.669376108759702,-0.17087108939549,-0.157415778019461,0.326433647933237,0.47006576315734,0.338636554556264,0.457385860732739,0.460727119627008,0.580891376272871
0,0.29,"Palearctic",1,-0.0783493386430417,-0.63118959842313,-0.134030064340642,-0.121105102366214,0.36428540870308,0.480422679124044,0.347240848930223,0.466542554882928,0.469760673997109,0.590077413389868
0,0.3,"Palearctic",1,-0.0368183663949491,-0.589813471675932,-0.0976105304124246,-0.0847944267129679,0.40547577004957,0.490796448066301,0.356677653708985,0.475616724269628,0.478814085861753,0.600002558863209
0,0.31,"Palearctic",1,0.00471260585314343,-0.547611084563033,-0.0587985691300062,-0.0484837510597215,0.437566877202126,0.501178149282861,0.366418833024774,0.485304591308648,0.487881436041623,0.607679113821016
0,0.32,"Palearctic",1,0.0462435781012362,-0.50528072609882,-0.0202755229090976,-0.0121730754064751,0.478138670907494,0.511558834748372,0.37630048343965,0.494931292915653,0.496956768728077,0.617308252784805
0,0.33,"Palearctic",1,0.0877745503493288,-0.464624887210049,0.0176615647420283,0.0241376002467713,0.517402866403489,0.521929559938162,0.385889247172035,0.504415276414353,0.506034107096698,0.626540269349826
0,0.34,"Palearctic",1,0.129305522597422,-0.420620009170394,0.052534273090373,0.0604482759000178,0.558867138040072,0.532281414627403,0.39636839690952,0.513130548549621,0.51510746903829,0.636190377385861
0,0.35,"Palearctic",1,0.170836494845514,-0.379511243631498,0.087982666650064,0.0967589515532642,0.596268426219634,0.542605553439597,0.406244784565388,0.521981488691866,0.52417088291945,0.644802117669175
0,0.36,"Palearctic",1,0.212367467093606,-0.342517849778836,0.122702564890446,0.13306962720651,0.636436707652205,0.552893225922452,0.415197991195549,0.53063721158237,0.533218403284535,0.653947529939038
0,0.37,"Palearctic",1,0.253898439341699,-0.305113070594729,0.161258405208841,0.169380302859757,0.67287429445012,0.563135805935115,0.424308028884885,0.540227465227207,0.542244126411433,0.66214646274673
